state,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,clv
KS,57,No,Yes,37,201.2,76,34.2,280.1,122,23.81,154.2,110,6.94,11.8,1,3.19,1,917.1760893517177
IA,130,No,No,0,139.1,72,23.65,246.0,112,20.91,207.2,121,9.32,11.4,9,3.08,5,942.197918002503
NJ,151,No,No,0,118.9,128,20.21,278.3,65,23.66,194.8,61,8.77,13.2,10,3.56,2,1012.7137025408459
MT,60,No,No,0,145.0,133,24.65,209.1,92,17.77,328.5,112,14.78,14.6,2,3.94,1,1049.180413731536
IA,81,No,No,0,203.5,89,34.6,289.6,69,24.62,212.9,71,9.58,8.7,3,2.35,3,927.7570472474138
MS,121,No,Yes,21,126.3,84,21.47,209.6,102,17.82,192.5,129,8.66,10.6,2,2.86,1,665.9719111859821
IA,105,No,Yes,15,88.1,125,14.98,175.9,142,14.95,269.9,85,12.15,9.7,1,2.62,2,908.3395046159486
WI,105,No,Yes,34,218.5,61,37.15,196.7,74,16.72,151.1,103,6.8,9.9,4,2.67,2,922.9910245790021
MT,51,No,Yes,26,236.8,61,40.26,263.4,97,22.39,181.1,91,8.15,11.2,8,3.02,1,1006.3237609078668
GA,64,No,No,0,124.1,117,,192.8,108,16.39,162.9,84,7.33,6.4,5,1.73,3,828.5313808571709
MT,80,Yes,Yes,30,184.2,132,31.31,167.5,109,14.24,212.8,114,9.58,10.0,10,2.7,0,839.468566590081
VT,120,,No,0,149.2,98,25.36,193.6,88,16.46,248.9,119,11.2,11.1,5,3.0,1,912.3216603255504
SD,103,No,No,0,206.5,125,35.11,180.2,113,15.32,220.6,95,9.93,12.2,4,3.29,3,853.1339140457942
OH,164,No,Yes,27,159.7,102,,168.8,113,14.35,244.1,127,10.98,9.6,9,2.59,3,988.5906778099987
OH,116,No,Yes,27,204.7,118,34.8,209.4,91,17.8,212.9,67,9.58,7.0,2,1.89,2,835.7792155712599
MT,121,No,No,0,213.2,79,36.24,120.7,116,10.26,244.4,102,11.0,7.5,4,2.03,1,750.3309164101912
NV,183,No,No,0,116.7,92,19.84,213.8,112,18.17,214.3,112,9.64,9.7,6,2.62,2,676.7699408643537
UT,104,No,No,0,263.4,101,44.78,235.5,117,20.02,102.0,146,4.59,13.0,4,3.51,0,817.3560927029025
NH,90,No,No,0,140.2,97,,213.9,102,18.18,120.0,126,5.4,7.1,2,1.92,1,772.1459236793436
LA,82,No,No,0,197.7,101,33.61,127.6,83,10.85,142.1,103,6.39,13.5,3,3.65,1,569.3957106247445
NY,9,No,Yes,16,88.5,87,,178.8,108,15.2,228.7,96,10.29,11.5,3,3.11,2,271.33310883676637
CT,97,No,No,0,215.3,58,36.6,242.4,91,20.6,279.8,105,12.59,12.1,9,3.27,0,946.703253505416
MI,127,No,Yes,25,203.8,118,,267.1,48,22.7,225.1,105,10.13,7.3,5,1.97,0,798.2612497076558
SD,125,No,Yes,34,268.4,112,45.63,222.2,108,18.89,117.6,102,5.29,10.3,3,2.78,0,1110.616526451661
ME,140,No,No,0,159.1,104,,269.8,106,22.93,220.4,116,9.92,10.3,4,2.78,1,836.3314396670247
MD,90,No,No,0,114.4,122,19.45,127.7,154,10.85,253.1,109,11.39,10.1,5,2.73,2,816.3470944420517
VA,67,,No,0,138.9,65,23.61,208.9,109,17.76,232.4,82,10.46,9.2,3,2.48,2,748.9757190020508
NJ,113,,No,0,186.0,55,31.62,237.4,105,20.18,148.1,83,6.66,12.2,6,3.29,1,877.3863173864688
TN,121,No,Yes,26,170.4,91,28.97,254.5,90,21.63,219.6,122,9.88,15.1,5,4.08,0,1132.705443537942
DC,93,No,No,0,164.5,95,27.97,230.9,87,19.63,149.9,91,6.75,9.9,3,2.67,4,1085.145242518937
DC,121,No,No,0,168.6,121,28.66,168.6,94,14.33,95.3,59,4.29,12.3,4,3.32,1,780.132366562727
RI,75,No,No,0,190.5,91,,178.4,75,15.16,162.4,113,7.31,13.1,5,3.54,1,908.1299866556484
AK,132,No,No,0,181.1,121,30.79,314.4,109,26.72,246.7,81,11.1,4.2,9,1.13,2,1338.999702012014
MI,91,No,No,0,134.7,116,22.9,295.3,98,25.1,195.5,121,8.8,6.6,5,1.78,2,1205.407008918562
ID,73,No,Yes,28,198.2,107,33.69,139.1,123,11.82,199.1,139,8.96,8.8,1,2.38,2,698.6785123389508
MN,145,No,No,0,241.7,137,41.09,135.8,100,11.54,277.6,123,12.49,13.1,3,3.54,0,805.8451478057193
AZ,100,No,No,0,131.1,108,22.29,176.2,81,14.98,89.7,81,4.04,4.3,4,1.16,1,881.0723045952273
MN,122,No,No,0,234.1,101,39.8,200.2,121,17.02,237.4,89,10.68,13.1,9,3.54,2,909.4925152823648
MO,109,No,No,0,200.1,72,34.02,300.9,120,25.58,236.0,68,10.62,11.9,5,3.21,0,1057.4530663236521
AL,82,No,No,0,154.0,107,26.18,94.4,114,8.02,287.6,95,12.94,10.1,7,2.73,1,646.5710083655048
PA,65,,Yes,23,224.2,106,,189.6,100,16.12,222.8,75,10.03,9.8,4,2.65,0,1052.384644601865
AK,52,No,No,0,148.3,83,,181.6,79,15.44,155.6,104,7.0,8.3,6,2.24,3,826.6492032498088
MS,136,No,Yes,24,174.6,76,29.68,176.6,114,15.01,214.4,91,9.65,8.8,5,2.38,2,794.9884859094439
IA,75,No,No,0,138.5,110,23.55,153.2,86,13.02,215.6,103,9.7,11.1,7,3.0,1,698.8754060167712
WY,146,,No,0,109.0,69,18.53,265.8,98,22.59,228.3,80,10.27,12.6,2,3.4,1,901.5369187356528
NE,105,No,No,0,162.3,99,27.59,212.5,95,18.06,214.7,114,9.66,11.1,8,3.0,4,865.5694678644098
ND,48,No,No,0,210.8,84,35.84,189.6,98,16.12,157.6,99,7.09,16.4,3,4.43,2,975.3067260791272
CT,45,No,No,0,142.4,107,24.21,318.7,78,27.09,224.1,108,10.08,11.1,7,3.0,1,1219.1351018246671
NC,106,No,Yes,37,223.5,104,38.0,235.1,99,19.98,140.1,90,6.3,10.6,5,2.86,2,994.5411812295712
CT,33,No,No,0,182.5,65,,232.1,96,19.73,149.2,82,6.71,7.5,2,2.03,2,830.7589247562962
WA,106,No,No,0,193.6,66,,238.2,82,20.25,176.4,107,7.94,12.9,3,3.48,0,841.1745983768599
NV,141,No,No,0,192.4,111,32.71,156.9,87,13.34,175.8,82,7.91,11.0,6,2.97,0,950.455634379149
KS,94,,Yes,28,233.2,88,39.64,113.3,102,9.63,118.0,71,5.31,16.1,4,4.35,0,738.9447250858461
CO,65,No,No,0,158.8,53,27.0,188.5,132,16.02,189.3,87,8.52,9.8,4,2.65,2,898.1549604820862
MO,85,No,No,0,126.1,112,21.44,274.7,126,23.35,184.4,95,8.3,9.8,4,2.65,1,1158.71332467995
NY,112,No,Yes,30,60.6,113,10.3,165.9,96,14.1,132.8,99,5.98,13.3,7,3.59,0,819.3739178623582
AK,110,,No,0,148.4,95,,193.8,98,16.47,206.0,106,9.27,6.9,6,1.86,0,845.4953735019992
TN,105,No,No,0,119.3,82,,185.1,111,15.73,157.0,74,7.07,10.9,4,2.94,2,818.0196647562077
NY,40,,No,0,242.5,82,41.23,232.9,97,19.8,154.0,86,6.93,9.6,7,2.59,0,969.726309894314
MI,122,No,No,0,144.2,87,24.51,212.2,74,18.04,169.3,87,7.62,9.5,4,2.57,0,823.6420432165729
ID,114,No,Yes,19,154.6,100,,241.6,109,20.54,160.0,112,7.2,12.6,1,3.4,3,817.1556185501164
CT,102,No,Yes,25,137.4,100,,176.7,83,15.02,188.2,93,8.47,10.2,6,2.75,2,679.8342837228313
NC,126,No,No,0,103.7,93,17.63,127.0,107,10.8,329.3,66,14.82,14.4,1,3.89,0,652.594452224803
MD,29,No,No,0,195.6,71,33.25,126.4,74,10.74,148.6,87,6.69,14.2,4,3.83,1,624.7318109490659
WY,111,No,No,0,222.2,96,,162.5,111,13.81,184.9,120,8.32,11.9,7,3.21,4,786.8661874418486
WA,46,No,No,0,90.4,108,15.37,276.2,77,23.48,146.5,111,6.59,12.7,2,3.43,1,1082.892625427733
OH,125,No,No,0,106.1,95,18.04,157.6,113,13.4,192.5,69,8.66,8.1,3,2.19,1,632.2148247829067
IN,94,No,No,0,245.0,112,41.65,180.4,91,15.33,262.9,105,11.83,9.7,6,2.62,1,833.5097903180383
VT,46,,No,0,196.7,85,33.44,205.9,74,17.5,216.6,112,9.75,11.2,5,3.02,3,858.3156604769423
MT,73,No,Yes,26,131.2,98,,106.5,97,9.05,221.7,96,9.98,10.2,6,2.75,2,528.3967133265155
CT,146,No,Yes,23,149.6,96,25.43,239.8,124,20.38,293.5,135,13.21,7.4,4,2.0,2,1001.8523311877768
NM,93,No,No,0,239.8,70,40.77,251.8,99,21.4,168.6,112,7.59,10.9,10,2.94,1,979.4007944390413
OH,52,No,Yes,31,142.1,77,,193.0,97,16.41,253.4,88,11.4,11.0,4,2.97,1,735.7436180832652
GA,202,No,No,0,115.4,137,19.62,178.7,70,15.19,185.7,113,8.36,6.0,3,1.62,3,583.9319631570628
CT,94,No,No,0,206.1,49,,224.6,115,19.09,256.7,74,11.55,13.0,1,3.51,1,788.5021472152315
AL,100,No,No,0,160.3,138,27.25,221.3,92,18.81,150.4,120,6.77,11.2,2,3.02,0,1084.091486809865
WV,43,No,No,0,199.9,108,,288.4,80,24.51,180.6,103,8.13,11.3,7,3.05,1,778.9049886557132
NH,130,No,No,0,213.1,105,36.23,206.2,108,17.53,163.4,93,7.35,8.9,3,2.4,0,816.402049573548
WY,124,No,No,0,178.3,102,30.31,235.0,120,19.98,239.7,119,10.79,10.9,1,2.94,3,1086.179505819497
VT,48,No,No,0,197.7,64,33.61,136.7,126,11.62,244.4,81,11.0,13.2,5,3.56,4,728.7369638641399
OH,98,No,Yes,29,111.1,105,18.89,217.9,101,18.52,248.1,108,11.16,6.6,3,1.78,2,856.9121067445676
MA,79,No,No,0,156.9,109,26.67,122.2,87,10.39,189.1,103,8.51,11.3,5,3.05,3,654.5379317895128
VA,164,No,No,0,123.3,78,20.96,170.0,85,14.45,165.9,78,7.47,12.7,2,3.43,1,672.8627411090314
AR,89,Yes,No,0,206.9,134,35.17,167.7,105,14.25,155.7,86,7.01,10.9,4,2.94,0,820.2087811248375
WY,96,No,No,0,144.0,102,24.48,224.7,73,19.1,227.7,91,10.25,10.0,7,2.7,1,797.5901846490857
IA,120,No,Yes,33,299.5,83,50.92,163.4,84,13.89,146.7,88,6.6,11.6,5,3.13,0,878.2568575368467
NC,72,No,No,0,137.6,106,,143.5,94,12.2,273.7,110,12.32,9.6,6,2.59,2,727.1347883283362
HI,155,Yes,Yes,26,211.7,121,,139.2,123,11.83,146.7,89,6.6,11.1,3,3.0,1,729.1521549713358
UT,89,No,No,0,89.7,80,,179.8,81,15.28,145.7,120,6.56,9.5,4,2.57,2,770.5114267266472
WY,126,,No,0,197.6,126,,246.5,112,20.95,285.3,104,12.84,12.5,8,3.38,2,1201.6937453422008
WI,143,No,No,0,194.3,99,,123.6,133,10.51,229.5,99,10.33,10.2,2,2.75,2,754.6344302688608
KS,132,No,No,0,190.1,105,32.32,182.2,116,15.49,279.8,105,12.59,13.0,2,3.51,1,683.5334169431745
NY,99,No,No,0,182.6,83,31.04,154.5,111,13.13,196.0,57,8.82,12.1,5,3.27,0,769.5713164146376
VA,136,No,Yes,35,205.5,86,34.94,298.5,119,25.37,214.2,104,9.64,6.9,4,1.86,1,984.931672958817
MO,160,,No,0,171.2,103,29.1,243.5,121,20.7,178.2,92,8.02,13.0,3,3.51,2,867.4399601077878
CA,120,No,No,0,134.8,94,,204.1,106,17.35,238.4,109,10.73,6.7,8,1.81,1,732.5698232436087
WV,173,,No,0,191.4,114,32.54,168.5,138,14.32,109.3,99,4.92,10.3,3,2.78,1,675.7693798735547
IL,156,,No,0,174.5,65,29.67,197.4,116,16.78,238.5,86,10.73,10.6,2,2.86,0,848.0876416003571
NY,70,No,No,0,177.4,125,30.16,226.2,104,19.23,254.1,72,11.43,10.9,4,2.94,0,849.0246625158103
NV,41,No,No,0,182.1,89,,211.5,104,17.98,207.4,124,9.33,6.8,1,1.84,1,942.6484294725573
AL,132,No,No,0,222.4,85,37.81,165.4,76,14.06,208.4,97,9.38,11.2,4,3.02,0,821.9842746114006
ND,160,No,No,0,121.8,97,20.71,89.3,97,7.59,150.7,92,6.78,10.3,5,2.78,1,724.018673289256
OK,180,No,No,0,143.5,121,24.4,189.3,111,16.09,174.9,82,7.87,8.8,5,2.38,3,562.2338437864856
UT,93,No,No,0,164.9,68,28.03,210.4,86,17.88,229.4,104,10.32,7.8,4,2.11,2,1008.587421567094
OH,109,No,No,0,193.6,58,32.91,148.7,115,12.64,282.5,105,12.71,13.1,1,3.54,2,808.5210316147455
WY,80,No,No,0,101.1,121,17.19,263.2,110,22.37,137.7,74,6.2,7.3,5,1.97,0,1080.879352460605
NM,54,No,Yes,24,92.3,88,15.69,193.1,98,16.41,99.3,119,4.47,11.6,3,3.13,2,643.6939824335925
AL,121,No,No,0,168.9,128,28.71,123.9,99,10.53,266.3,105,11.98,2.9,7,0.78,2,585.7560066643041
DC,157,,Yes,29,219.2,102,37.26,206.0,109,17.51,192.4,117,8.66,15.0,5,4.05,1,956.3419620715524
ID,170,No,Yes,37,178.1,130,30.28,242.8,103,20.64,243.0,93,10.93,13.0,4,3.51,0,1033.717701015206
AR,138,,No,0,146.5,101,24.91,284.5,142,24.18,176.0,98,7.92,14.0,6,3.78,3,1344.2756520226199
ID,92,,Yes,31,172.3,116,29.29,266.2,91,22.63,228.2,90,10.27,11.8,5,3.19,1,1089.743910398816
UT,91,No,No,0,123.8,107,21.05,319.0,125,27.12,237.6,78,10.69,7.3,4,1.97,2,944.4221632340652
RI,127,No,No,0,96.0,117,,177.0,68,15.05,162.2,127,7.3,9.7,4,2.62,3,856.6866393899385
NC,88,No,Yes,27,93.4,106,,252.0,92,21.42,189.0,104,8.5,10.9,1,2.94,1,348.8484561697516
TX,123,No,No,0,257.9,92,43.84,211.6,71,17.99,189.3,104,8.52,9.4,2,2.54,2,841.3408349533695
DE,136,Yes,Yes,29,85.2,98,14.48,230.4,85,19.58,243.6,104,10.96,9.0,3,2.43,2,1155.608936595687
MS,68,No,Yes,34,160.0,72,27.2,184.5,119,15.68,208.3,101,9.37,6.1,10,1.65,1,883.1320838436453
OH,132,No,Yes,10,182.9,54,31.09,292.4,68,24.85,142.3,116,6.4,11.5,4,3.11,0,987.460833044124
LA,133,No,No,0,216.2,67,,222.2,133,18.89,192.0,95,8.64,3.1,1,0.84,2,903.54893570084
FL,127,No,No,0,261.7,105,44.49,181.8,107,15.45,100.9,131,4.54,3.3,5,0.89,0,845.146543147612
WV,121,No,No,0,177.2,142,,123.5,88,10.5,213.2,51,9.59,8.4,6,2.27,1,617.4036117096382
NY,116,No,No,0,89.5,128,15.22,180.8,137,15.37,193.1,94,8.69,14.0,3,3.78,2,1019.878836326893
MS,43,No,No,0,159.5,99,27.12,119.7,149,10.17,173.9,126,7.83,6.8,3,1.84,2,604.5273740977539
IN,110,No,No,0,151.8,106,25.81,138.0,126,11.73,233.5,112,10.51,11.2,8,3.02,3,869.7068965777303
VA,67,No,No,0,176.2,120,,236.0,138,20.06,152.5,104,6.86,10.6,4,2.86,1,1189.297281485809
MN,166,No,No,0,152.1,95,,121.0,105,10.29,198.0,126,8.91,9.8,5,2.65,0,817.2583100594666
DE,129,,No,0,161.3,122,27.42,220.6,95,18.75,224.7,104,10.11,9.6,3,2.59,1,877.7610734350146
OR,103,Yes,No,0,171.7,78,29.19,144.5,86,12.28,157.9,106,7.11,6.8,3,1.84,3,756.7401539380719
CT,112,No,Yes,27,213.0,121,,226.2,101,19.23,189.8,99,8.54,11.1,3,3.0,4,1083.674227727815
AL,8,No,Yes,36,242.9,67,41.29,170.9,59,14.53,177.3,130,7.98,4.8,12,1.3,1,749.4778844652997
CT,90,No,No,0,175.9,111,29.9,285.2,115,24.24,150.8,122,6.79,13.0,7,3.51,1,1021.9003537454712
CA,137,No,Yes,22,189.6,42,32.23,179.0,137,15.22,179.6,126,8.08,11.4,5,3.08,2,721.2565456300918
WV,94,No,Yes,28,92.7,107,15.76,127.8,86,10.86,225.6,86,10.15,9.9,4,2.67,3,730.3009110677123
DE,87,No,No,0,177.2,72,30.12,248.9,105,21.16,200.8,87,9.04,8.6,7,2.32,3,871.7390471647791
FL,120,,No,0,184.5,103,31.37,209.0,86,17.77,169.7,70,7.64,10.2,6,2.75,2,881.2071526757843
AK,97,,Yes,24,176.1,109,29.94,159.4,81,13.55,269.1,94,12.11,12.1,9,3.27,0,796.5936182197107
ID,134,No,No,0,204.7,108,34.8,143.1,105,12.16,165.8,84,7.46,11.0,4,2.97,6,865.8610267254553
OH,68,No,No,0,143.6,80,24.41,134.3,65,11.42,215.6,84,9.7,15.5,5,4.19,2,654.7578559888328
NH,93,No,No,0,179.3,93,,188.8,65,16.05,253.2,88,11.39,12.1,5,3.27,1,883.3397587398551
MA,120,No,No,0,137.3,100,23.34,212.2,129,18.04,152.7,92,6.87,10.5,2,2.84,1,1000.7484621036348
SC,41,No,No,0,237.8,92,40.43,223.5,155,19.0,217.4,90,9.78,10.2,6,2.75,2,879.086402195195
OH,83,No,Yes,25,191.3,95,32.52,250.7,136,21.31,249.4,86,11.22,17.6,5,4.75,2,1127.836642986412
NC,109,,No,0,209.1,141,,205.0,93,17.43,119.4,111,5.37,7.8,3,2.11,2,1046.072550208015
KY,66,No,Yes,33,88.8,104,,109.6,94,9.32,172.7,107,7.77,7.1,9,1.92,3,569.1402010117052
WA,89,No,No,0,137.9,96,23.44,192.6,63,16.37,255.7,125,11.51,11.0,5,2.97,1,859.3889779586366
RI,117,No,Yes,13,207.6,65,35.29,152.7,77,12.98,232.8,95,10.48,9.7,3,2.62,1,612.3820750764705
KS,128,No,No,0,268.1,95,45.58,120.5,126,10.24,220.8,121,9.94,14.4,6,3.89,2,766.6073879940437
FL,22,No,No,0,181.8,108,,198.6,148,16.88,206.6,96,9.3,9.3,3,2.51,2,805.0517935676017
WY,78,No,No,0,147.1,80,25.01,199.7,100,16.97,160.7,106,7.23,13.7,7,3.7,0,797.8323761032514
WA,56,No,Yes,29,37.7,115,6.41,144.1,111,12.25,226.6,101,10.2,4.9,3,1.32,1,765.5678620328302
WI,70,,No,0,156.4,108,26.59,171.0,116,14.54,196.1,96,8.82,8.6,4,2.32,2,704.4031777365178
KS,148,No,No,0,239.3,84,,195.7,85,16.63,232.6,104,10.47,10.9,3,2.94,1,998.2870985098996
MT,119,No,No,0,134.9,70,22.93,211.5,74,17.98,188.5,105,8.48,11.3,6,3.05,1,914.1233740129726
CO,80,No,No,0,194.8,116,33.12,209.9,93,17.84,194.1,100,8.73,12.8,3,3.46,0,743.0880555674718
FL,113,No,No,0,92.6,85,15.74,177.6,92,15.1,159.8,72,7.19,14.4,4,3.89,3,698.5766951288954
VT,75,No,No,0,209.4,133,35.6,211.5,121,17.98,291.2,123,13.1,7.2,4,1.94,1,872.9628194616442
NH,148,No,No,0,17.6,121,2.99,161.7,125,13.74,203.1,82,9.14,10.6,6,2.86,1,736.4800149732425
FL,97,No,Yes,28,202.3,97,34.39,69.2,84,5.88,257.6,64,11.59,6.7,3,1.81,1,516.4615493080207
MD,166,No,No,0,136.1,116,23.14,181.4,93,15.42,131.4,108,5.91,11.3,4,3.05,0,896.2148691705928
WY,94,No,No,0,207.0,109,35.19,167.4,80,14.23,238.2,117,10.72,2.6,6,0.7,1,776.0724759257338
FL,85,No,Yes,33,207.9,95,,233.5,88,19.85,221.3,92,9.96,13.5,3,3.65,1,797.3686994247014
NC,210,No,Yes,31,313.8,87,,147.7,103,12.55,192.7,97,8.67,10.1,7,2.73,3,770.9942207562854
IN,88,Yes,Yes,25,288.5,114,49.05,203.4,74,17.29,228.4,117,10.28,13.0,5,3.51,1,658.4311453852154
WV,154,No,Yes,35,64.9,76,11.03,184.1,91,15.65,151.6,75,6.82,14.6,1,3.94,1,637.549296107984
UT,32,No,Yes,26,243.5,137,,236.8,108,20.13,173.3,149,7.8,9.0,9,2.43,1,1037.411379289202
GA,18,No,No,0,197.0,97,,203.7,107,17.31,202.0,105,9.09,8.7,3,2.35,3,767.4408121083078
UT,144,No,Yes,37,219.9,102,37.38,222.1,77,18.88,118.5,111,5.33,10.0,4,2.7,1,863.2066810823097
AR,86,No,Yes,16,145.7,88,24.77,191.0,129,16.24,215.5,82,9.7,11.3,7,3.05,0,663.4349098767757
AK,138,No,Yes,37,75.8,102,12.89,173.6,147,14.76,162.6,96,7.32,8.2,13,2.21,0,702.9954152454378
AK,146,No,No,0,195.9,86,,228.6,82,19.43,303.5,94,13.66,12.2,4,3.29,3,919.7989561499513
WV,74,No,No,0,124.0,102,,262.1,101,22.28,268.2,98,12.07,11.7,2,3.16,2,436.1866130095324
CT,48,,No,0,171.9,98,29.22,159.0,127,13.52,139.5,101,6.28,7.6,3,2.05,2,852.6038346987817
GA,74,No,Yes,31,249.4,70,42.4,209.5,59,17.81,180.6,75,8.13,9.9,2,2.67,4,715.3163099215005
NV,105,Yes,No,0,228.4,100,38.83,145.1,108,12.33,245.3,140,11.04,7.7,7,2.08,0,818.3637331139466
VT,157,No,No,0,168.6,71,28.66,205.1,48,17.43,175.8,88,7.91,5.9,2,1.59,3,608.8588544960394
DC,217,No,No,0,123.7,138,21.03,248.5,105,21.12,269.6,78,12.13,13.3,4,3.59,0,1086.8188578263362
TN,68,No,No,0,178.7,61,30.38,252.3,84,21.45,255.7,76,11.51,8.4,4,2.27,1,888.7849444093663
OR,80,,No,0,113.2,86,,185.5,97,15.77,237.3,145,10.68,9.5,5,2.57,1,881.835787450908
MS,38,No,Yes,25,142.4,106,24.21,313.7,109,26.66,126.6,117,5.7,13.4,6,3.62,2,740.4951300015421
NC,107,,Yes,38,204.2,57,34.71,205.9,92,17.5,286.5,80,12.89,8.3,4,2.24,0,781.2023595349208
CO,140,No,No,0,149.7,71,25.45,212.5,97,18.06,245.9,67,11.07,12.6,4,3.4,3,166.22599098371882
PA,114,No,No,0,155.3,75,,169.9,87,14.44,207.0,133,9.32,12.6,5,3.4,2,807.1748433594017
MN,46,No,No,0,156.4,105,,185.5,98,15.77,226.7,96,10.2,11.8,3,3.19,1,353.95315849333326
NM,118,No,Yes,42,148.7,105,25.28,167.3,105,14.22,270.6,105,12.18,10.4,7,2.81,0,747.4567809417731
UT,37,No,No,0,271.7,112,46.19,155.1,96,13.18,199.5,97,8.98,6.6,4,1.78,3,884.2529769433711
NE,34,No,No,0,193.7,74,32.93,126.9,84,10.79,221.2,166,9.95,8.8,4,2.38,0,802.8866808759288
OR,69,No,No,0,196.1,87,33.34,236.8,66,20.13,182.3,75,8.2,11.9,1,3.21,0,907.9038782759034
NJ,59,Yes,Yes,31,225.0,78,38.25,191.3,79,16.26,226.7,79,10.2,9.1,3,2.46,1,751.6729271232048
WV,59,No,No,0,189.7,100,32.25,115.9,133,9.85,220.6,115,9.93,7.4,4,2.0,0,688.8349585471153
OR,190,No,No,0,142.9,96,,177.9,96,15.12,113.3,117,5.1,6.6,4,1.78,0,787.6878525416909
KY,109,No,No,0,175.6,80,29.85,238.0,94,20.23,198.4,103,8.93,10.2,6,2.75,1,813.7526954472216
MO,136,No,No,0,92.4,109,15.71,219.0,115,18.62,212.6,80,9.57,12.9,4,3.48,2,724.0967123613434
TX,86,No,No,0,92.8,92,15.78,159.6,87,13.57,148.7,115,6.69,8.8,5,2.38,1,645.1626853255091
MN,100,No,Yes,27,221.7,100,,236.1,70,20.07,192.7,91,8.67,8.0,4,2.16,0,973.9780010444487
FL,106,No,No,0,159.6,94,,276.8,118,23.53,223.5,65,10.06,8.8,3,2.38,0,1138.106089092152
WV,129,No,No,0,159.1,100,27.05,202.5,90,17.21,233.1,96,10.49,11.5,6,3.11,2,836.2240254608055
IN,205,,No,0,49.9,123,8.48,150.7,81,12.81,188.2,67,8.47,10.1,4,2.73,2,596.6609526711802
OK,93,No,Yes,32,116.9,120,19.87,232.4,97,19.75,127.7,112,5.75,11.0,9,2.97,0,1025.970281090949
DE,99,No,No,0,254.4,120,43.25,159.3,92,13.54,264.4,94,11.9,6.0,5,1.62,1,685.3311055130181
IL,71,No,No,0,207.0,112,35.19,173.8,96,14.77,178.4,61,8.03,12.1,3,3.27,1,744.0102062846088
UT,4,Yes,No,0,145.3,89,24.7,303.8,93,25.82,206.1,82,9.27,8.9,4,2.4,0,1094.330161144308
IL,148,No,Yes,25,230.7,102,39.22,233.8,109,19.87,215.8,90,9.71,13.5,2,3.65,3,1016.9811671477048
WA,141,No,No,0,151.5,104,,242.2,114,20.59,304.2,109,13.69,10.8,2,2.92,1,1008.6613437458052
NM,56,No,No,0,146.1,57,24.84,196.2,97,16.68,310.1,110,13.95,9.2,3,2.48,0,796.4656553785575
VA,43,No,Yes,35,200.2,105,34.03,244.4,88,20.77,207.2,97,9.32,11.6,4,3.13,3,935.2489170305906
MT,42,No,No,0,150.7,52,25.62,246.7,96,20.97,103.8,118,4.67,7.0,4,1.89,2,898.006121877646
CT,135,Yes,No,0,186.0,107,31.62,66.0,94,5.61,213.1,105,9.59,12.9,4,3.48,1,560.5101793935313
AL,106,,No,0,212.9,110,,187.0,69,15.9,128.1,71,5.76,6.3,3,1.7,3,813.8728548127307
WV,106,No,No,0,194.8,133,33.12,213.4,73,18.14,190.8,92,8.59,11.5,7,3.11,0,923.8404828268912
MO,83,,Yes,30,272.5,105,46.33,253.0,83,21.51,180.8,123,8.14,8.7,6,2.35,3,1053.462377586816
ND,110,No,No,0,135.1,109,,205.2,99,17.44,166.3,119,7.48,11.7,4,3.16,1,796.0639912520528
GA,109,No,Yes,35,230.5,116,39.19,265.8,130,22.59,269.7,69,12.14,10.6,6,2.86,5,1039.230779653702
AZ,124,No,No,0,253.5,104,43.1,117.9,123,10.02,248.5,104,11.18,14.0,2,3.78,0,827.0989739617406
AL,137,No,No,0,104.7,115,17.8,249.8,144,21.23,192.3,99,8.65,8.9,2,2.4,1,847.28799692839
IN,69,No,No,0,135.4,101,23.02,238.1,124,20.24,195.6,102,8.8,10.6,2,2.86,1,798.8688562887722
NM,16,No,No,0,144.8,84,24.62,164.9,141,14.02,231.5,75,10.42,8.2,4,2.21,2,744.8033008383889
AL,119,,No,0,98.8,97,16.8,146.9,68,12.49,190.7,105,8.58,10.0,4,2.7,3,782.2372425531323
NY,122,No,Yes,37,163.0,107,27.71,312.8,118,26.59,200.0,85,9.0,11.6,5,3.13,1,1177.6546374756128
MD,139,No,No,0,181.6,119,30.87,335.7,118,28.53,149.8,64,6.74,8.3,6,2.24,4,1144.328706527792
KS,67,No,No,0,129.0,78,21.93,188.0,116,15.98,235.0,102,10.58,11.2,3,3.02,2,729.6924845423885
WV,84,No,No,0,86.0,83,14.62,260.7,86,22.16,98.6,109,4.44,8.9,4,2.4,1,954.1373255934544
ID,101,No,Yes,17,193.9,71,,189.8,81,16.13,196.3,97,8.83,12.6,7,3.4,0,811.3328152540654
LA,40,No,No,0,109.4,107,,244.7,102,20.8,276.9,123,12.46,7.1,7,1.92,0,1086.60686690495
MI,61,No,No,0,188.9,105,32.11,153.6,116,13.06,213.3,106,9.6,10.2,2,2.75,2,862.122786908081
FL,98,No,No,0,288.1,101,,137.9,93,11.72,206.5,88,9.29,0.0,0,0.0,0,743.2460038494353
LA,114,No,No,0,169.2,96,28.76,149.9,83,12.74,196.9,119,8.86,4.6,4,1.24,2,606.4339200200669
CT,22,No,No,0,207.7,116,35.31,210.6,99,17.9,238.2,88,10.72,9.6,5,2.59,0,883.898079081046
